Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
BNP Paribas Open,2016-03-09,2016-03-20,3,Halep S.,Williams S.,5.0,1.0,4-6,3-6,,Completed
BNP Paribas Open,2016-03-09,2016-03-20,3,Kasatkina D.,Pliskova Ka.,48.0,19.0,3-6,2-6,,Completed
BNP Paribas Open,2016-03-09,2016-03-20,3,Azarenka V.,Rybarikova M.,15.0,97.0,6-0,6-0,,Completed
BNP Paribas Open,2016-03-09,2016-03-20,3,Williams S.,Radwanska A.,1.0,3.0,6-4,7-6,,Completed
BNP Paribas Open,2016-03-09,2016-03-20,3,Pliskova Ka.,Azarenka V.,19.0,15.0,6-7,6-1,2-6,Completed
BNP Paribas Open,2016-03-09,2016-03-20,3,Williams S.,Azarenka V.,1.0,15.0,4-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bondarenko K.,Kasatkina D.,59.0,36.0,2-6,6-1,2-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Zhang S.,Zhuk S.,68.0,775.0,6-1,6-2,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Pereira T.,Haddad Maia B.,50.0,264.0,7-6,6-1,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Strycova B.,Friedsam A.L.,32.0,52.0,6-2,6-0,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Tsurenko L.,Dulgheru A.,46.0,91.0,6-7,6-3,6-3,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Brengle M.,Giorgi C.,60.0,43.0,6-4,6-3,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Beck A.,Gasparyan M.,40.0,41.0,3-6,5-7,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Gibbs N.,Putintseva Y.,74.0,58.0,6-4,6-2,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Allertova D.,Kovinic D.,55.0,51.0,6-7,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Peng S.,Van Uytvanck A.,664.0,53.0,6-3,7-5,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Govortsova O.,Diyas Z.,84.0,97.0,0-6,1-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Robson L.,Flipkens K.,504.0,65.0,6-7,2-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Watson H.,Cetkovska P.,69.0,132.0,6-1,6-0,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Hibino N.,Goerges J.,63.0,66.0,6-7,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Cornet A.,Voskoboeva G.,42.0,939.0,6-4,7-5,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Dominguez Lino L.,King V.,114.0,183.0,4-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Falconi I.,Schiavone F.,83.0,105.0,7-5,6-1,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Knapp K.,Wickmayer Y.,70.0,47.0,2-6,1-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Lucic M.,Garcia C.,73.0,48.0,6-2,1-6,3-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Sasnovich A.,Witthoeft C.,100.0,82.0,2-6,6-4,1-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Larsson J.,Cibulkova D.,57.0,54.0,6-4,1-6,2-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Mchale C.,Doi M.,56.0,44.0,6-2,4-6,7-5,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Sakkari M.,Begu I.,131.0,35.0,1-6,3-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bertens K.,Zheng S.,108.0,62.0,6-3,6-2,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Vandeweghe C.,Crawford S.,38.0,109.0,6-4,7-5,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Cepelova J.,Vesnina E.,126.0,96.0,5-7,3-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bouchard E.,Hradecka L.,45.0,85.0,4-6,6-3,2-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Babos T.,Tatishvili A.,49.0,117.0,7-6,6-2,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Linette M.,Mattek-Sands B.,110.0,87.0,6-4,6-7,6-3,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Badosa Gibert P.,Pliskova Kr.,222.0,101.0,3-6,3-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Osaka N.,Parmentier P.,104.0,111.0,6-2,2-6,6-2,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Puig M.,Bellis C.,67.0,219.0,4-6,6-3,6-2,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Falconi I.,Kvitova P.,83.0,7.0,1-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Pereira T.,Ivanovic A.,50.0,17.0,3-6,0-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Makarova E.,Tsurenko L.,31.0,46.0,3-6,6-4,6-3,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bacsinszky T.,Gasparyan M.,20.0,41.0,6-3,6-1,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Schmiedlova A.,Brengle M.,30.0,60.0,5-7,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Svitolina E.,Zhang S.,16.0,68.0,6-3,6-0,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Radwanska A.,Cornet A.,2.0,42.0,6-0,6-1,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Safarova L.,Wickmayer Y.,15.0,47.0,2-6,3-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,King V.,Wozniacki C.,183.0,25.0,5-7,2-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Garcia C.,Petkovic A.,48.0,21.0,7-6,3-6,7-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Stephens S.,Watson H.,22.0,69.0,3-6,0-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Diyas Z.,Gavrilova D.,97.0,34.0,7-5,6-3,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Stosur S.,Goerges J.,27.0,66.0,6-3,1-6,4-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Williams S.,Mchale C.,1.0,56.0,6-3,5-7,6-2,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Witthoeft C.,Kuznetsova S.,82.0,19.0,3-6,6-4,4-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Halep S.,Kasatkina D.,5.0,36.0,6-3,7-5,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Babos T.,Pliskova Ka.,49.0,14.0,5-7,6-2,7-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Pavlyuchenkova A.,Bertens K.,28.0,108.0,1-6,6-4,1-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Kerber A.,Strycova B.,3.0,32.0,6-1,6-1,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Mladenovic K.,Gibbs N.,29.0,74.0,2-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Cibulkova D.,Muguruza G.,54.0,4.0,7-6,3-6,5-7,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Errani S.,Osaka N.,18.0,104.0,1-6,3-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Linette M.,Jankovic J.,110.0,26.0,1-0,,,Jankovic J. Retired
Sony Ericsson Open,2016-03-22,2016-04-02,3,Niculescu M.,Peng S.,33.0,664.0,6-1,3-6,6-0,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Begu I.,Lisicki S.,35.0,37.0,6-4,1-6,7-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Suarez Navarro C.,Vandeweghe C.,6.0,38.0,4-6,2-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Keys M.,Flipkens K.,24.0,65.0,6-4,6-2,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Vinci R.,Hradecka L.,9.0,85.0,1-6,6-4,7-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Pliskova Kr.,Bencic B.,101.0,10.0,4-1,,,Bencic B. Retired
Sony Ericsson Open,2016-03-22,2016-04-02,3,Williams V.,Vesnina E.,13.0,96.0,0-6,7-6,2-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Kovinic D.,Konta J.,51.0,23.0,4-6,2-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Puig M.,Azarenka V.,67.0,8.0,2-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Garcia C.,Kuznetsova S.,48.0,19.0,6-4,2-6,6-7,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Makarova E.,Kvitova P.,31.0,7.0,6-4,6-4,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Wickmayer Y.,Watson H.,47.0,69.0,6-3,5-7,3-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Brengle M.,Radwanska A.,60.0,2.0,3-6,2-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Halep S.,Goerges J.,5.0,66.0,6-4,6-1,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Diyas Z.,Williams S.,97.0,1.0,5-7,3-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bacsinszky T.,Ivanovic A.,20.0,17.0,7-5,6-4,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Svitolina E.,Wozniacki C.,16.0,25.0,5-7,6-4,7-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bertens K.,Kerber A.,108.0,3.0,6-1,2-6,0-3,Bertens K. Retired
Sony Ericsson Open,2016-03-22,2016-04-02,3,Babos T.,Osaka N.,49.0,104.0,7-5,6-0,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Niculescu M.,Vandeweghe C.,33.0,38.0,6-4,6-1,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Linette M.,Azarenka V.,110.0,8.0,3-6,0-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Begu I.,Pliskova Kr.,35.0,101.0,7-5,4-6,6-4,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Vinci R.,Keys M.,9.0,24.0,4-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Konta J.,Vesnina E.,23.0,96.0,4-6,6-1,7-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Muguruza G.,Gibbs N.,4.0,74.0,6-1,6-0,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bacsinszky T.,Radwanska A.,20.0,2.0,2-6,6-4,6-2,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Watson H.,Halep S.,69.0,5.0,3-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Williams S.,Kuznetsova S.,1.0,19.0,7-6,1-6,2-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Konta J.,Niculescu M.,23.0,33.0,6-2,6-2,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Muguruza G.,Azarenka V.,4.0,8.0,6-7,6-7,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Svitolina E.,Makarova E.,16.0,31.0,1-6,4-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Begu I.,Keys M.,35.0,24.0,3-6,1-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Kerber A.,Babos T.,3.0,49.0,6-2,3-6,6-4,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Bacsinszky T.,Halep S.,20.0,5.0,4-6,6-3,6-2,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Makarova E.,Kuznetsova S.,31.0,19.0,7-6,4-6,3-6,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Konta J.,Azarenka V.,23.0,8.0,4-6,2-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Keys M.,Kerber A.,24.0,3.0,3-6,2-6,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Kuznetsova S.,Bacsinszky T.,19.0,20.0,7-5,6-3,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Kerber A.,Azarenka V.,3.0,8.0,2-6,5-7,,Completed
Sony Ericsson Open,2016-03-22,2016-04-02,3,Azarenka V.,Kuznetsova S.,8.0,19.0,6-3,6-2,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Bondarenko K.,Doi M.,63.0,43.0,4-6,6-3,6-1,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Mchale C.,Dominguez Lino L.,57.0,112.0,6-2,4-6,1-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Mladenovic K.,Maria T.,29.0,105.0,6-4,6-3,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Lucic-Baroni M.,Peng S.,74.0,467.0,6-2,6-1,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Diyas Z.,Gavrilova D.,86.0,37.0,1-6,6-1,3-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Cepelova J.,Sevastova A.,121.0,90.0,4-6,6-4,6-1,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Vesnina E.,Burger C.,85.0,159.0,7-5,6-2,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Garcia C.,Begu I.,44.0,34.0,4-6,6-2,6-7,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Altick F.,Riske A.,924.0,94.0,3-6,2-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Buyukakcay C.,Kovinic D.,120.0,50.0,1-6,3-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Konjuh A.,Karatantcheva S.,79.0,156.0,6-3,6-3,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Falconi I.,Lisicki S.,91.0,51.0,4-6,3-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Siegemund L.,Tig P.M.,75.0,131.0,4-6,6-3,6-3,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Arruabarrena L.,Rogers S.,80.0,108.0,6-4,3-6,6-4,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Chirico L.,Osaka N.,126.0,95.0,3-6,6-1,6-1,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Zhang S.,Kerkhove L.,64.0,176.0,6-1,6-2,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Zheng S.,Kasatkina D.,66.0,35.0,2-6,1-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Putintseva Y.,Nara K.,61.0,84.0,7-6,6-0,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Rodina E.,Shvedova Y.,114.0,70.0,1-6,1-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Stosur S.,Krunic A.,26.0,124.0,6-4,6-4,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Brengle M.,Kucova K.,54.0,142.0,5-7,2-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Bouchard E.,Dulgheru A.,46.0,97.0,6-3,6-4,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Puig M.,Hradecka L.,62.0,83.0,6-3,6-2,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Pereira T.,Mattek-Sands B.,49.0,89.0,7-5,3-6,2-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Mladenovic K.,Lucic-Baroni M.,29.0,74.0,6-4,4-6,6-7,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Arruabarrena L.,Kerber A.,80.0,2.0,2-6,7-5,6-7,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Zhang S.,Gavrilova D.,64.0,37.0,4-6,0-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Siegemund L.,Keys M.,75.0,22.0,6-7,6-4,6-4,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Kucova K.,Bondarenko K.,142.0,63.0,0-6,6-3,6-3,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Konjuh A.,Kasatkina D.,79.0,35.0,1-6,1-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Chirico L.,Safarova L.,126.0,15.0,6-3,6-3,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Lisicki S.,Putintseva Y.,51.0,61.0,5-7,6-4,3-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Errani S.,Shvedova Y.,20.0,70.0,6-0,6-3,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Kovinic D.,Stephens S.,50.0,25.0,4-6,3-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Dominguez Lino L.,Bouchard E.,112.0,46.0,6-4,1-6,1-0,Bouchard E. Retired
Family Circle Cup,2016-04-04,2016-04-10,3,Riske A.,Williams V.,94.0,14.0,4-6,2-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Mattek-Sands B.,Begu I.,89.0,34.0,4-6,6-4,2-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Cepelova J.,Stosur S.,121.0,26.0,4-6,5-7,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Vesnina E.,Bencic B.,85.0,10.0,6-1,6-1,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Puig M.,Petkovic A.,62.0,28.0,7-5,6-2,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Chirico L.,Kasatkina D.,126.0,35.0,0-6,4-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Kucova K.,Kerber A.,142.0,2.0,2-6,3-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Dominguez Lino L.,Vesnina E.,112.0,85.0,1-6,3-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Williams V.,Putintseva Y.,14.0,61.0,6-7,6-2,4-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Lucic-Baroni M.,Siegemund L.,74.0,75.0,5-7,2-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Stosur S.,Errani S.,26.0,20.0,4-6,6-7,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Begu I.,Puig M.,34.0,62.0,1-6,6-2,7-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Stephens S.,Gavrilova D.,25.0,37.0,6-4,6-3,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Begu I.,Kerber A.,34.0,2.0,2-6,3-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Kasatkina D.,Stephens S.,35.0,25.0,1-6,7-5,5-7,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Vesnina E.,Siegemund L.,85.0,75.0,7-5,6-4,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Putintseva Y.,Errani S.,61.0,20.0,6-7,1-6,,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Stephens S.,Kerber A.,25.0,2.0,6-1,3-0,,Kerber A. Retired
Family Circle Cup,2016-04-04,2016-04-10,3,Errani S.,Vesnina E.,20.0,85.0,4-6,6-4,2-6,Completed
Family Circle Cup,2016-04-04,2016-04-10,3,Vesnina E.,Stephens S.,85.0,25.0,6-7,2-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Kulichkova E.,Lapko V.,109.0,658.0,7-6,6-0,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Mitu A.,Oprandi R.,110.0,134.0,4-6,6-2,7-5,Completed
Katowice Open,2016-04-04,2016-04-10,3,Voegele S.,Tsurenko L.,117.0,42.0,6-4,6-0,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Watson H.,Pliskova Kr.,55.0,88.0,2-6,6-3,4-6,Completed
Katowice Open,2016-04-04,2016-04-10,3,Vekic D.,Flipkens K.,92.0,59.0,1-6,4-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Broady N.,Knapp K.,78.0,72.0,6-7,6-4,6-4,Completed
Katowice Open,2016-04-04,2016-04-10,3,Cornet A.,Shinikova I.,45.0,234.0,6-2,6-7,6-3,Completed
Katowice Open,2016-04-04,2016-04-10,3,Alexandrova E.,Koukalova K.,264.0,115.0,6-0,7-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Giorgi C.,Sasnovich A.,48.0,100.0,6-4,6-4,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Schiavone F.,Strakhova V.,101.0,236.0,6-4,6-3,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Hantuchova D.,Ostapenko J.,183.0,38.0,1-6,1-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Kania P.,Golubic V.,154.0,137.0,7-6,1-6,2-6,Completed
Katowice Open,2016-04-04,2016-04-10,3,Cibulkova D.,Witthoeft C.,53.0,82.0,6-7,6-4,7-6,Completed
Katowice Open,2016-04-04,2016-04-10,3,Linette M.,Shoshyna A.,104.0,707.0,6-1,7-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Maleckova J.,Babos T.,223.0,39.0,3-6,5-7,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Parmentier P.,Schmiedlova A.,113.0,31.0,6-2,6-0,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Flipkens K.,Mitu A.,59.0,110.0,6-1,6-2,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Ostapenko J.,Pliskova Kr.,38.0,88.0,6-3,6-4,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Giorgi C.,Alexandrova E.,48.0,264.0,4-6,6-2,6-4,Completed
Katowice Open,2016-04-04,2016-04-10,3,Cibulkova D.,Kulichkova E.,53.0,109.0,6-2,7-5,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Broady N.,Parmentier P.,78.0,113.0,4-6,5-7,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Golubic V.,Babos T.,137.0,39.0,6-1,4-6,5-7,Completed
Katowice Open,2016-04-04,2016-04-10,3,Linette M.,Voegele S.,104.0,117.0,1-6,7-5,6-2,Completed
Katowice Open,2016-04-04,2016-04-10,3,Cornet A.,Schiavone F.,45.0,101.0,6-7,1-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Ostapenko J.,Babos T.,38.0,39.0,7-6,2-6,6-3,Completed
Katowice Open,2016-04-04,2016-04-10,3,Giorgi C.,Flipkens K.,48.0,59.0,6-2,5-7,6-4,Completed
Katowice Open,2016-04-04,2016-04-10,3,Linette M.,Parmentier P.,104.0,113.0,2-6,4-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Cibulkova D.,Schiavone F.,53.0,101.0,7-5,6-1,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Ostapenko J.,Giorgi C.,38.0,48.0,4-6,3-6,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Cibulkova D.,Parmentier P.,53.0,113.0,7-5,6-0,,Completed
Katowice Open,2016-04-04,2016-04-10,3,Giorgi C.,Cibulkova D.,48.0,53.0,4-6,0-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Goncalves P.C.,Cepede Royg V.,238.0,161.0,5-7,6-4,6-2,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Lizarazo Y.,Vickery S.,996.0,175.0,6-7,1-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Perrin C.,Oprandi R.,255.0,135.0,6-4,7-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Arruabarrena L.,Echeverria Alam N.,86.0,,6-0,6-2,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Schaefer A.,Paquet C.,193.0,282.0,6-3,2-6,6-2,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Tatishvili A.,Soylu I.,115.0,174.0,6-4,6-3,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Arango E.,Falconi I.,,92.0,0-6,1-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Soler-Espinosa S.,Martincova T.,170.0,177.0,6-2,7-5,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Seguel D.,Peterson R.,284.0,134.0,3-6,6-4,3-6,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Kostova E.,Pous-T L.,217.0,206.0,6-4,6-3,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Marand S.,Reix S.,341.0,233.0,3-6,6-7,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Pereira T.,Pella C.,55.0,274.0,6-3,3-6,6-7,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Melnikova M.,Maria T.,213.0,105.0,1-6,3-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Sadikovic A.,Duque-Marino M.,168.0,81.0,3-6,7-6,6-4,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Dominguez Lino L.,Tig P.M.,106.0,133.0,5-7,6-4,6-4,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Panova A.,Svitolina E.,155.0,16.0,7-5,1-6,7-6,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Maria T.,Goncalves P.C.,105.0,238.0,4-6,3-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Pella C.,Kostova E.,274.0,217.0,6-3,6-2,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Schaefer A.,Arruabarrena L.,193.0,86.0,1-6,0-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Falconi I.,Reix S.,92.0,233.0,6-3,7-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Panova A.,Perrin C.,155.0,255.0,7-6,7-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Sadikovic A.,Peterson R.,168.0,134.0,6-4,6-4,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Tatishvili A.,Soler-Espinosa S.,115.0,170.0,7-6,4-6,1-6,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Dominguez Lino L.,Vickery S.,106.0,175.0,0-6,6-2,3-6,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Soler-Espinosa S.,Sadikovic A.,170.0,168.0,6-4,6-4,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Arruabarrena L.,Vickery S.,86.0,175.0,6-2,6-0,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Pella C.,Falconi I.,274.0,92.0,1-6,4-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Panova A.,Goncalves P.C.,155.0,238.0,4-6,3-6,,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Falconi I.,Arruabarrena L.,92.0,86.0,6-3,4-6,6-2,Completed
Copa Claro Colsanitas,2016-04-11,2016-04-17,3,Soler-Espinosa S.,Goncalves P.C.,170.0,238.0,6-4,6-7,6-2,Completed
