"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sweden","SWE","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","4.9","","","","","","","","10","","","","","","10","","","","","","10.3","","","","","9.7","","","9.4","","","","","9.3","","","9.3","9.3","8.7","9.2","8.9","8.6","8.6","8.6","8.5","8.5","8.1","8.4","8.2","8.1","8.3","7.7","8.1","","",
"Eswatini","SWZ","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","","","","4.5","","","","","","","","","4","","","","","","","3.7","","","","","",
"Sint Maarten (Dutch part)","SXM","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","7","","","",
"Syrian Arab Republic","SYR","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","7.2","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","","4.9","","","","","","","7.1","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","4.8","","","","5","","","5.8","","","",
"Thailand","THA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","","","6.1","","5.9","","5.4","","6.1","","6.2","","6.4","6.1","6.2","","6.3","","6.1","","6","6.5","6.4","6.5","6.6","7.2","6.6","6.9","7.1","7.5","7.3","7.3","7.2","7.7","7.5","",
"Tajikistan","TJK","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","","7.9","7.8","","","7.4","","8.4","","","","","","7.4","","","","","","",
"Turkmenistan","TKM","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","","","","","","9.5","","","","","","","9.4","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","","","","","","","","","6.7","","","","","","6.8","","","","","","",
"South Asia (IDA & IBRD)","TSA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","5.9","","","","","5.7","","","","","6","","","","","6.4","","","","","6.7","","","","","7.8","","","","","","",
"Turkiye","TUR","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","","","","","","","5.8","","","","","","","","5.8","5.5","5.4","5.2","5.6","5.8","5.7","5.9","5.9","5.8","5.8","5.8","5.8","5.6","5.7","5.8","5.8","5.4","","",
"Tuvalu","TUV","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","","","","","","","","",
"Tanzania","TZA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","6.8","","","","","","","6.3","","","","7.4","","","","","","","6.9","","","",
"Uganda","UGA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","6.2","","","","6.8","","","5.9","","","5.9","","","6.1","","","","5.9","","","6.4","","","","6.1","","","6.1","","",
"Ukraine","UKR","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8.8","","6.2","7.1","","","","","","8.8","9.1","8.8","8.8","8.8","9.5","9.6","10","10.2","10.2","10.2","10.3","10.5","10","10.1","9.8","9.9","9.7","10","",
"Upper middle income","UMC","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.8","5","4.8","5","5.4","5.6","5.5","5.6","5.6","5.7","5.9","5.9","5.8","5.7","",
"United States","USA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","6.2","","","","","6.5","","","","","","","5.6","","","","","5.6","5.5","5.2","5.4","5.5","5.5","5.4","5.4","5.5","5.5","5.4","5.3","5.2","5.3","5.3","5.2","5.2","5.2","5.4","5.3","5.2","5.2","5.3","5.2","5.3","5.2","5.2","5.2","5.1","","",
"Uzbekistan","UZB","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","7.1","","8.2","7.4","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","3.1","","","","","","3.4","","4.4","","","5","","","4.1","","","3.6","3.8","","4","3.3","3.3","3.3","2.8","4.2","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","8","","","","","7.5","","7.2","","7.2","","7.4","","6.5","","7.1","","7.1","","6.9","","6.7","","","",
"Vanuatu","VUT","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","","","","","","","","","7.5","","",
"World","WLD","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","6.4","","","","","6.8","","","","","","","","",
"Kosovo","XKX","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","8.2","8.5","","","8","7.8","9","8.8","9.7","9.1","9.5","9.4","9.2","","","","",
"Yemen, Rep.","YEM","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","","","","","","","7.9","","","","","","","","","7.3","","","","","","","",
"South Africa","ZAF","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","","","","","","","3.1","","","","","2.6","","","2.6","","2.5","","","","2.4","","","","","","","",
"Zambia","ZMB","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","","3","","","4.5","","4.3","","","","6.1","","3.5","","3.5","","","","3.8","","","","","2.9","","","","","","",
"Zimbabwe","ZWE","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","","","","","","6","","","","",
